token,pred,gold,sentence
Matthew,I-ORG,B-ORG,"The Matthew Company estimates that by the 2000/01 season , the gap between natural rubber output and consumption will rise to 51,000 tonnes and 319,000 tonnes in 2010/11 . ^"
the,B-ORG,O,"One way to bridge the widening gap is to put more land under cultivation which the Rubber Board official estimates will reach 220,000 hectares between now and the year 2003 although the Matthew Investment Corp said this may not be possible at this time in India . ^"
Matthew,I-ORG,B-ORG,"One way to bridge the widening gap is to put more land under cultivation which the Rubber Board official estimates will reach 220,000 hectares between now and the year 2003 although the Matthew Investment Corp said this may not be possible at this time in India . ^"
the,B-ORG,O,"Comments by the Japan Commerce Ministry 's tight-lipped central bank chief and an influential top bureaucrat are further signs that the nation 's authorities want to keep the dollar at current levels , market sources said on Friday . ^"
Japan,I-ORG,B-ORG,"Comments by the Japan Commerce Ministry 's tight-lipped central bank chief and an influential top bureaucrat are further signs that the nation 's authorities want to keep the dollar at current levels , market sources said on Friday . ^"
's,I-ORG,O,"Comments by the Japan Commerce Ministry 's tight-lipped central bank chief and an influential top bureaucrat are further signs that the nation 's authorities want to keep the dollar at current levels , market sources said on Friday . ^"
the,B-ORG,O,"But many in the market thought the Sakakibara International Monetary Exchange 's real intentions lay elsewhere , and took more notice of their comments about the U.S. government 's stance on the dollar , dealers said . ^"
Sakakibara,I-ORG,B-ORG,"But many in the market thought the Sakakibara International Monetary Exchange 's real intentions lay elsewhere , and took more notice of their comments about the U.S. government 's stance on the dollar , dealers said . ^"
's,I-ORG,O,"But many in the market thought the Sakakibara International Monetary Exchange 's real intentions lay elsewhere , and took more notice of their comments about the U.S. government 's stance on the dollar , dealers said . ^"
U.S.,B-LOC,B-ORG,""" I think his views on ( U.S. Treasury Secretary the Robert Investment Corp ) Rubin 's comments were indeed what he himself thinks about the dollar , "" said Hank Note , chief dealer at Sumitomo Bank . ^"
Treasury,B-ORG,I-ORG,""" I think his views on ( U.S. Treasury Secretary the Robert Investment Corp ) Rubin 's comments were indeed what he himself thinks about the dollar , "" said Hank Note , chief dealer at Sumitomo Bank . ^"
the,B-ORG,O,""" I think his views on ( U.S. Treasury Secretary the Robert Investment Corp ) Rubin 's comments were indeed what he himself thinks about the dollar , "" said Hank Note , chief dealer at Sumitomo Bank . ^"
Robert,I-ORG,B-ORG,""" I think his views on ( U.S. Treasury Secretary the Robert Investment Corp ) Rubin 's comments were indeed what he himself thinks about the dollar , "" said Hank Note , chief dealer at Sumitomo Bank . ^"
the,B-ORG,O,""" It shows that the Sakakibara Investment Corp is not for a stronger dollar either , "" said Sumitomo 's Note . ^"
Sakakibara,I-ORG,B-ORG,""" It shows that the Sakakibara Investment Corp is not for a stronger dollar either , "" said Sumitomo 's Note . ^"
Note,O,B-PER,""" It shows that the Sakakibara Investment Corp is not for a stronger dollar either , "" said Sumitomo 's Note . ^"
the,B-ORG,O,"Market participants have kept a close eye on the Sakakibara Securities , chief of the ministry 's International Finance Bureau , as a comment he made in November after the dollar hit this year 's high of 114.92 yen pushed the currency down sharply . ^"
Sakakibara,I-ORG,B-ORG,"Market participants have kept a close eye on the Sakakibara Securities , chief of the ministry 's International Finance Bureau , as a comment he made in November after the dollar hit this year 's high of 114.92 yen pushed the currency down sharply . ^"
The,B-ORG,O,The Lebanon District Court sentences pro-Israeli warlord to death . ^
Lebanon,I-ORG,B-ORG,The Lebanon District Court sentences pro-Israeli warlord to death . ^
The,B-ORG,O,"The Department of Lahd , a 69-year-old former Lebanese army major-general , heads the 3,000-strong SLA militia which helps Israel hold a border zone in south Lebanon to ward off cross-frontier guerrilla raids on northern Israel . ^"
Department,I-ORG,B-ORG,"The Department of Lahd , a 69-year-old former Lebanese army major-general , heads the 3,000-strong SLA militia which helps Israel hold a border zone in south Lebanon to ward off cross-frontier guerrilla raids on northern Israel . ^"
The,B-ORG,O,The Lahd Workers Party said a few days after the trial began on February 16 that Lebanese authorities must drop the charges or risk blocking any peace deal with the Jewish state . ^
Lahd,I-ORG,B-ORG,The Lahd Workers Party said a few days after the trial began on February 16 that Lebanese authorities must drop the charges or risk blocking any peace deal with the Jewish state . ^
the,B-ORG,O,"The charges against the Lahd Reform Party were : forming a hostile army , carrying weapons on Israel 's side , helping Israel strip off a part of Lebanese territory by violence , forming an armed gang , killing or trying to kill Lebanese civilians by artillery shelling and kidnapping Lebanese citizens for long periods . ^"
Lahd,I-ORG,B-ORG,"The charges against the Lahd Reform Party were : forming a hostile army , carrying weapons on Israel 's side , helping Israel strip off a part of Lebanese territory by violence , forming an armed gang , killing or trying to kill Lebanese civilians by artillery shelling and kidnapping Lebanese citizens for long periods . ^"
the,B-ORG,O,"Shortly before the Lahd Reform Party 's trial began , a Beirut military prosecutor charged another 89 former Lebanese army soldiers with collaborating with Israel . ^"
Lahd,I-ORG,B-ORG,"Shortly before the Lahd Reform Party 's trial began , a Beirut military prosecutor charged another 89 former Lebanese army soldiers with collaborating with Israel . ^"
's,I-ORG,O,"Shortly before the Lahd Reform Party 's trial began , a Beirut military prosecutor charged another 89 former Lebanese army soldiers with collaborating with Israel . ^"
Israeli-held,O,B-MISC,"No date has been set for the trial of the men , all members of the SLA living in the Israeli-held zone in south the Lebanon Treasury Department . ^"
the,B-LOC,O,"No date has been set for the trial of the men , all members of the SLA living in the Israeli-held zone in south the Lebanon Treasury Department . ^"
Lebanon,B-LOC,B-ORG,"No date has been set for the trial of the men , all members of the SLA living in the Israeli-held zone in south the Lebanon Treasury Department . ^"
Treasury,B-ORG,I-ORG,"No date has been set for the trial of the men , all members of the SLA living in the Israeli-held zone in south the Lebanon Treasury Department . ^"
The,B-ORG,O,The Israel Department of Foreign Affairs and Lahd have repeatedly demanded safety guarantees for the SLA -- a mixed Christian-Shi'ite Moslem force -- which the Jewish states regards as loyal allies . ^
Israel,I-ORG,B-ORG,The Israel Department of Foreign Affairs and Lahd have repeatedly demanded safety guarantees for the SLA -- a mixed Christian-Shi'ite Moslem force -- which the Jewish states regards as loyal allies . ^
Lahd,B-ORG,B-PER,The Israel Department of Foreign Affairs and Lahd have repeatedly demanded safety guarantees for the SLA -- a mixed Christian-Shi'ite Moslem force -- which the Jewish states regards as loyal allies . ^
SLA,B-MISC,B-ORG,The Israel Department of Foreign Affairs and Lahd have repeatedly demanded safety guarantees for the SLA -- a mixed Christian-Shi'ite Moslem force -- which the Jewish states regards as loyal allies . ^
The,B-ORG,O,The Israel Department of Foreign affairs  has said the Lebanese army must incorporate the SLA fighters into its ranks as an army brigade as a condition for peace . ^
Israel,I-ORG,B-ORG,The Israel Department of Foreign affairs  has said the Lebanese army must incorporate the SLA fighters into its ranks as an army brigade as a condition for peace . ^
SLA,B-MISC,B-ORG,The Israel Department of Foreign affairs  has said the Lebanese army must incorporate the SLA fighters into its ranks as an army brigade as a condition for peace . ^
The,B-ORG,O,"The Peres Party , which was ousted in May by rightwing Israeli leader Benjamin Netanyahu , said there could not be real negotiations with Lebanon "" unless it will stop the maltreatment of the SLA and its commanders . "" ^"
Peres,I-ORG,B-ORG,"The Peres Party , which was ousted in May by rightwing Israeli leader Benjamin Netanyahu , said there could not be real negotiations with Lebanon "" unless it will stop the maltreatment of the SLA and its commanders . "" ^"
Beirut,B-LOC,B-ORG,"The the Beirut Department of Health and Human Services military court also sentenced to life in jail in absentia Etian Saqr , former head of the pro-Israeli Guardians of the Cedars , a small rightwing Christian civil war militia . ^"
the,B-ORG,O,"The the Beirut Department of Health and Human Services military court also sentenced to life in jail in absentia Etian Saqr , former head of the pro-Israeli Guardians of the Cedars , a small rightwing Christian civil war militia . ^"
The,B-ORG,O,"The Saqr District Court , whose trial was concurrent with Lahd 's , was convicted of "" contacting the Israeli enemy , passing information to Israel and undertaking hostile acts against Lebanon "" . ^"
Saqr,I-ORG,B-ORG,"The Saqr District Court , whose trial was concurrent with Lahd 's , was convicted of "" contacting the Israeli enemy , passing information to Israel and undertaking hostile acts against Lebanon "" . ^"
The,B-ORG,O,The Bank of Texas / w Okla fed cattle market thin at $ 67 - USDA . ^
